date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,acq_date,fire_count_all_india,z_score_pm25,is_anomaly_pm25,iforest_score,iforest_label
2021-02-01,Delhi,78.8,105.3,122.3,78.1,76.9,0.5,6.88,67.9,46.2,16.98,27.45,8.21,424.7,Moderate,,0.0,-1.2273245219749516,False,-0.09881056000738331,False
2021-02-02,Delhi,115.5,178.0,35.6,147.3,229.7,31.0,6.16,40.4,135.8,13.74,1.03,0.81,339.8,Satisfactory,,0.0,-0.968615191786506,False,-0.10584068057642776,False
2021-02-03,Delhi,117.3,392.2,142.5,41.7,179.0,24.3,6.23,21.2,9.6,1.96,29.72,0.87,52.1,Very Poor,,0.0,-0.9559264507963369,False,-0.08702462814610179,False
2021-02-04,Delhi,309.2,150.5,148.4,129.2,239.2,8.3,3.39,90.3,87.2,2.71,15.07,2.27,320.1,Poor,,0.0,0.39683432476668,False,-0.10142228099195094,False
2021-02-05,Delhi,307.4,257.0,188.3,5.4,236.9,34.2,0.33,80.2,17.8,15.82,12.37,0.0,93.5,Severe,,0.0,0.3841455837765109,False,-0.057860204480277844,False
2021-02-06,Delhi,121.1,111.7,16.2,120.2,146.3,8.6,4.02,30.7,142.7,13.41,15.52,9.98,70.2,Good,,0.0,-0.9291391087059803,False,-0.08961587850448405,False
2021-02-07,Delhi,78.6,198.1,169.9,120.8,164.3,14.8,7.0,33.7,167.5,13.05,7.46,1.03,155.0,Poor,,0.0,-1.2287343820849705,False,-0.0987856322408619,False
2021-02-08,Delhi,362.5,532.5,140.2,31.0,80.0,42.2,9.31,74.9,0.3,14.57,29.25,4.21,475.2,Very Poor,,0.0,0.7725620440866843,False,-0.03166925215738969,False
2021-02-09,Delhi,469.7,512.2,104.2,25.3,113.9,43.4,7.8,76.1,22.3,2.03,28.18,3.9,156.8,Moderate,,0.0,1.528247063056749,False,-0.06354437399922153,False
2021-02-10,Delhi,214.2,156.7,13.6,70.9,22.5,15.3,3.65,46.1,169.0,6.19,16.92,5.59,266.4,Poor,,0.0,-0.27284922749223933,False,-0.130116058430088,False
2021-02-11,Delhi,156.1,40.5,19.6,72.0,209.8,15.1,5.28,25.3,112.8,5.04,7.35,4.64,168.8,Very Poor,,0.0,-0.6824135894526941,False,-0.1180873954228594,False
2021-02-12,Delhi,339.3,230.4,195.2,118.1,248.6,33.2,8.25,33.3,26.7,6.36,22.2,0.08,371.4,Severe,,0.0,0.6090182713245061,False,-0.11899065183894986,False
2021-02-13,Delhi,347.9,208.6,187.7,92.1,19.9,18.2,4.63,15.4,151.5,7.42,17.46,7.78,54.4,Very Poor,,0.0,0.6696422560553134,False,-0.11518730506837593,False
2021-02-14,Delhi,40.0,594.6,31.8,41.1,2.6,30.8,6.27,0.3,52.1,3.89,0.17,4.74,370.3,Moderate,,0.0,-1.5008373833185944,False,-0.053255570690780796,False
2021-02-15,Delhi,3.4,354.3,158.1,109.8,1.4,28.8,8.79,57.7,142.4,15.66,23.84,9.95,76.9,Good,,0.0,-1.7588417834520307,False,-0.07218474542131975,False
2021-02-16,Delhi,204.5,312.4,109.7,55.9,101.5,38.8,7.88,56.9,121.1,3.33,11.69,0.7,423.8,Moderate,,0.0,-0.34122744282815,False,-0.1330422611634462,False
2021-02-17,Delhi,409.7,406.0,6.1,75.0,8.4,1.1,0.73,47.1,181.5,6.66,27.91,8.97,306.3,Satisfactory,,0.0,1.1052890300511158,False,-0.10300895980017855,False
2021-02-18,Delhi,78.2,508.9,127.2,61.5,84.5,30.8,8.17,65.3,54.9,14.44,3.22,1.07,352.5,Good,,0.0,-1.231554102305008,False,-0.1075271608958579,False
2021-02-19,Delhi,204.1,11.3,175.5,26.1,23.7,39.4,5.15,57.9,132.8,15.77,19.04,3.95,311.9,Very Poor,,0.0,-0.34404716304818755,False,-0.10921818209866024,False
2021-02-20,Delhi,44.4,419.3,133.5,82.8,106.6,46.6,4.8,81.4,148.5,8.24,22.0,1.4,447.5,Satisfactory,,0.0,-1.4698204608981813,False,-0.0925931413979903,False
2021-02-21,Delhi,345.7,13.7,1.8,122.7,160.5,14.3,7.25,29.1,78.9,6.46,20.33,5.32,205.8,Severe,,0.0,0.6541337948451069,False,-0.10503432554846476,False
2021-02-22,Delhi,237.5,336.0,5.0,50.6,225.9,17.4,5.52,28.8,141.8,14.07,0.2,9.09,322.0,Very Poor,,0.0,-0.10860052467505166,False,-0.14172025445037217,False
2021-02-23,Delhi,295.4,308.6,89.6,144.7,72.4,18.9,9.61,30.8,26.1,15.09,26.25,0.24,468.1,Moderate,,0.0,0.2995539771753843,False,-0.05819834219638076,False
2021-02-24,Delhi,288.3,560.5,73.4,47.2,126.8,27.2,0.58,86.7,113.7,5.49,4.74,5.56,250.2,Good,,0.0,0.24950394326971792,False,-0.08436037146496134,False
2021-02-25,Delhi,321.8,281.6,156.4,3.7,113.3,40.5,3.6,52.4,3.5,5.2,8.62,7.52,106.8,Satisfactory,,0.0,0.48565551169786314,False,-0.07334812253817663,False
2021-02-26,Delhi,15.6,354.2,158.8,31.0,142.1,17.2,4.69,19.6,55.8,14.51,22.14,9.14,325.1,Poor,,0.0,-1.6728403167408854,False,-0.09374323546877666,False
2021-02-27,Delhi,227.9,123.9,139.5,124.2,183.4,5.8,9.71,28.3,39.0,2.37,9.41,9.32,240.8,Severe,,0.0,-0.17627380995595296,False,-0.08986424598868764,False
2021-02-28,Delhi,192.8,210.7,3.7,49.7,40.3,42.3,7.0,38.0,151.7,6.46,29.12,9.9,249.0,Poor,,0.0,-0.4237042592642484,False,-0.13629451749930843,False
2021-03-01,Delhi,436.8,37.8,197.0,55.3,115.4,20.5,8.66,63.1,32.6,8.89,5.39,5.62,160.5,Poor,,0.0,1.2963250749586603,False,-0.08065702931006424,False
2021-03-02,Delhi,245.8,30.0,49.0,45.6,187.2,27.5,3.24,25.7,106.6,13.79,22.55,2.03,457.4,Severe,,0.0,-0.05009133010927232,False,-0.09543528811746738,False
2021-03-03,Delhi,367.6,184.7,41.8,19.4,203.3,25.0,4.34,20.1,126.0,13.63,9.29,5.29,257.2,Satisfactory,,0.0,0.8085134768921632,False,-0.11668265061546784,False
2021-03-04,Delhi,60.4,294.2,75.7,77.1,94.8,9.9,0.05,25.8,119.8,10.89,12.18,7.65,231.9,Moderate,,0.0,-1.3570316520966792,False,-0.10254073274557474,False
2021-03-05,Delhi,243.9,563.1,153.6,125.9,171.7,20.8,0.36,41.1,75.0,17.46,11.12,1.56,36.6,Satisfactory,,0.0,-0.06348500115445074,False,-0.06205781519427489,False
2021-03-06,Delhi,202.1,76.4,73.3,28.3,243.5,37.4,4.3,77.5,74.7,9.56,24.52,8.58,246.9,Poor,,0.0,-0.35814576414837535,False,-0.11630768725781115,False
2021-03-07,Delhi,74.2,9.9,5.7,145.2,111.2,37.9,9.93,98.7,165.5,11.26,27.02,8.22,67.6,Satisfactory,,0.0,-1.2597513045053836,False,0.011060563457901185,True
2021-03-08,Delhi,369.2,257.0,71.0,109.3,114.9,2.4,6.73,9.6,84.9,16.93,14.13,0.77,405.3,Poor,,0.0,0.8197923577723133,False,-0.12841987631527124,False
2021-03-09,Delhi,474.0,512.0,98.3,123.7,165.0,26.7,2.73,21.6,141.1,16.12,11.31,5.31,416.8,Poor,,0.0,1.5585590554221527,False,-0.08094154000609,False
2021-03-10,Delhi,341.3,465.9,92.3,8.7,2.9,42.6,0.44,49.4,9.0,14.51,23.31,8.95,375.6,Poor,,0.0,0.6231168724246939,False,-0.05687938417807814,False
2021-03-11,Delhi,289.4,189.6,16.2,52.8,40.9,28.9,7.05,39.5,119.6,19.84,12.3,6.38,139.3,Poor,,0.0,0.257258173874821,False,-0.1354738720131986,False
2021-03-12,Delhi,21.3,102.7,169.4,136.3,180.8,17.5,3.99,46.4,1.8,12.42,28.2,9.09,341.4,Satisfactory,,0.0,-1.63265930360535,False,-0.060870796709120656,False
2021-03-13,Delhi,411.6,13.6,90.1,79.2,155.0,47.6,5.61,18.7,192.7,18.2,7.65,5.09,58.8,Good,,0.0,1.1186827010962943,False,-0.06780493586682057,False
2021-03-14,Delhi,92.8,209.4,45.6,23.9,73.5,28.3,6.03,97.6,104.9,11.17,4.78,4.9,364.4,Good,,0.0,-1.128634314273637,False,-0.0875389714135636,False
2021-03-15,Delhi,443.4,335.9,11.7,2.2,46.1,21.6,3.95,63.7,24.2,12.95,11.05,2.04,427.7,Moderate,,0.0,1.3428504585892798,False,-0.06615202538854836,False
2021-03-16,Delhi,218.5,482.4,194.2,23.1,235.8,31.3,2.46,66.8,60.9,2.02,29.71,4.11,369.7,Severe,,0.0,-0.24253723512683553,False,-0.11419986622864092,False
2021-03-17,Delhi,245.3,235.9,147.0,3.4,88.9,21.7,2.49,81.8,51.9,3.73,14.33,1.22,274.9,Severe,,0.0,-0.05361598038431926,False,-0.09426200534263662,False
2021-03-18,Delhi,327.5,16.2,35.1,88.9,244.6,11.9,4.18,29.1,83.6,8.76,2.68,2.19,15.1,Good,,0.0,0.5258365248333983,False,-0.08819807192538426,False
2021-03-19,Delhi,40.2,36.5,167.0,69.7,46.1,33.8,8.16,66.8,8.1,18.93,12.89,8.13,303.8,Good,,0.0,-1.4994275232085759,False,-0.06489181117715359,False
2021-03-20,Delhi,315.7,476.4,188.2,125.8,245.2,11.0,7.71,67.8,6.3,19.19,24.82,4.24,198.0,Moderate,,0.0,0.4426547783422903,False,-0.0849636655954274,False
2021-03-21,Delhi,404.1,164.7,131.9,70.4,71.7,31.9,7.88,27.9,35.1,16.89,20.89,9.23,223.8,Satisfactory,,0.0,1.0658129469705901,False,-0.11453025762293867,False
2021-03-22,Delhi,498.8,167.4,8.4,126.1,178.9,27.0,5.26,66.8,158.5,5.29,14.66,3.24,316.3,Moderate,,0.0,1.7333817090644812,False,-0.08889988254413289,False
2021-03-23,Delhi,91.0,582.5,44.8,114.3,76.2,12.3,4.12,84.0,156.7,9.21,23.49,7.65,163.7,Good,,0.0,-1.1413230552638063,False,-0.0739926611041285,False
2021-03-24,Delhi,354.8,594.5,87.0,21.4,80.3,26.8,1.26,95.3,112.1,11.96,14.11,2.71,332.4,Moderate,,0.0,0.7182824298509615,False,-0.05148848588939914,False
2021-03-25,Delhi,329.1,196.3,6.0,43.6,185.7,16.9,6.7,0.5,11.9,0.82,13.32,1.22,189.2,Good,,0.0,0.5371154057135487,False,-0.08173091026291973,False
2021-03-26,Delhi,478.4,263.2,62.8,67.0,229.7,38.1,2.6,53.9,53.1,2.14,15.52,7.35,143.6,Severe,,0.0,1.5895759778425658,False,-0.11358042465366486,False
2021-03-27,Delhi,280.2,484.9,82.7,59.7,218.5,45.8,2.59,47.7,84.1,3.45,24.57,8.25,264.6,Poor,,0.0,0.19240460881395727,False,-0.1331789141368755,False
2021-03-28,Delhi,373.5,308.3,187.3,51.0,63.8,31.2,5.16,66.6,139.6,18.15,21.89,1.03,292.7,Moderate,,0.0,0.850104350137717,False,-0.13881880659620416,False
2021-03-29,Delhi,431.8,411.4,181.4,59.3,60.2,13.8,1.73,48.3,42.5,12.24,4.06,7.33,96.3,Satisfactory,,0.0,1.2610785722081908,False,-0.10611134345614975,False
2021-03-30,Delhi,174.1,138.8,165.2,55.1,71.9,33.9,0.63,62.5,89.8,7.56,23.49,3.5,456.6,Moderate,,0.0,-0.5555261795510041,False,-0.08760796179500008,False
2021-03-31,Delhi,204.0,223.0,102.9,145.1,102.2,13.9,5.63,10.0,115.0,15.22,11.0,7.37,304.4,Satisfactory,,0.0,-0.3447520931031969,False,-0.0980595041860256,False
2021-04-01,Delhi,409.7,127.0,55.7,17.0,79.7,43.5,1.57,35.9,134.9,15.47,28.66,3.79,372.4,Good,,0.0,1.1052890300511158,False,-0.10013462714632732,False
2021-04-02,Delhi,315.1,221.1,25.5,106.6,155.1,12.1,7.95,17.8,59.7,5.37,5.44,2.62,3.2,Severe,,0.0,0.4384251980122342,False,-0.08958951938312754,False
2021-04-03,Delhi,357.1,118.7,131.3,29.3,176.2,19.4,2.83,90.2,93.7,1.25,22.26,7.33,251.8,Good,,0.0,0.7344958211161775,False,-0.10103921944274336,False
2021-04-04,Delhi,302.2,307.0,57.9,40.9,134.5,7.9,6.05,28.5,118.7,12.55,27.7,5.55,471.8,Poor,,0.0,0.3474892209160228,False,-0.12091469675696226,False
2021-04-05,Delhi,446.7,238.0,182.9,94.4,127.3,8.6,6.61,52.3,6.3,15.7,15.56,2.78,250.9,Good,,0.0,1.3661131504045896,False,-0.1033005856882298,False
2021-04-06,Delhi,79.8,423.5,17.5,23.0,27.4,1.3,6.21,50.2,125.2,12.21,6.59,0.75,353.8,Good,,0.0,-1.2202752214248578,False,-0.10613587750011783,False
2021-04-07,Delhi,161.4,16.7,67.7,98.4,192.4,1.8,6.56,32.6,37.5,0.65,6.56,9.09,322.5,Satisfactory,,0.0,-0.6450522965371964,False,-0.10617859221498543,False
2021-04-08,Delhi,102.6,334.3,55.9,82.1,63.0,48.3,7.69,32.6,129.5,11.71,23.12,3.0,35.3,Very Poor,,0.0,-1.059551168882717,False,-0.1032001386747442,False
2021-04-09,Delhi,406.7,265.0,22.6,89.6,125.4,4.2,5.57,39.9,140.2,17.14,16.93,3.39,144.0,Good,,0.0,1.084141128400834,False,-0.14078601355914044,False
2021-04-10,Delhi,434.8,175.9,31.2,141.4,241.7,47.6,2.79,57.0,138.8,17.37,21.25,8.62,190.5,Moderate,,0.0,1.2822264738584725,False,-0.10244005870531214,False
2021-04-11,Delhi,404.5,162.3,12.1,11.3,17.9,9.2,4.9,2.6,82.7,5.19,10.09,7.94,471.1,Good,,0.0,1.0686326671906277,False,-0.05961085860163695,False
2021-04-12,Delhi,32.9,219.3,87.8,69.3,2.9,34.2,4.8,90.3,120.7,11.24,14.58,6.73,434.5,Moderate,,0.0,-1.550887417224261,False,-0.08429076489692955,False
2021-04-13,Delhi,69.6,427.9,168.9,57.2,49.0,23.8,7.82,42.5,196.3,5.74,19.93,1.66,425.3,Moderate,,0.0,-1.2921780870358155,False,-0.07981845144169397,False
2021-04-14,Delhi,224.3,566.6,64.7,132.9,77.1,29.3,2.73,74.9,23.6,17.69,22.88,5.49,112.0,Good,,0.0,-0.2016512919362909,False,-0.07304685019828117,False
2021-04-15,Delhi,476.3,580.5,81.2,14.0,44.9,37.6,0.65,57.8,163.8,9.11,4.38,6.3,186.9,Good,,0.0,1.5747724466873687,False,-0.04286402952961477,False
2021-04-16,Delhi,492.7,587.1,33.1,124.2,133.3,7.8,3.69,85.5,46.6,2.18,18.49,3.63,424.0,Very Poor,,0.0,1.6903809757089083,False,-0.04944365820326002,False
2021-04-17,Delhi,280.9,278.2,110.4,51.8,93.5,26.7,4.23,7.2,194.9,8.35,29.91,2.24,406.2,Very Poor,,0.0,0.1973391191990229,False,-0.08416055601099959,False
2021-04-18,Delhi,202.9,452.9,185.5,86.9,108.3,40.4,8.68,28.7,153.8,17.57,25.89,9.3,10.3,Very Poor,,0.0,-0.35250632370830015,False,-0.0726718613776739,False
2021-04-19,Delhi,353.7,483.6,16.7,41.9,230.2,30.0,5.3,35.9,42.6,3.0,23.78,1.8,231.6,Moderate,,0.0,0.710528199245858,False,-0.1257340901255239,False
2021-04-20,Delhi,80.6,58.8,75.8,121.6,233.4,4.8,0.23,20.2,156.1,12.46,20.47,7.15,455.2,Good,,0.0,-1.2146357809847828,False,-0.0435653690544322,False
2021-04-21,Delhi,7.6,343.4,121.6,139.5,143.1,11.2,8.44,23.8,90.9,3.36,17.23,4.12,333.7,Moderate,,0.0,-1.7292347211416366,False,-0.07560071685713426,False
2021-04-22,Delhi,79.8,287.3,30.7,142.4,31.6,32.4,0.01,15.7,125.2,16.72,14.76,9.52,0.6,Poor,,0.0,-1.2202752214248578,False,-0.02568009989489306,False
2021-04-23,Delhi,293.8,599.8,166.2,95.3,128.4,11.5,7.41,37.2,155.1,3.2,7.59,3.02,291.2,Good,,0.0,0.2882750962952343,False,-0.10172790749846466,False
2021-04-24,Delhi,478.6,153.2,194.9,12.6,216.5,15.2,5.98,71.3,98.8,3.34,2.43,0.43,379.4,Satisfactory,,0.0,1.5909858379525847,False,-0.08661789114052582,False
2021-04-25,Delhi,382.5,272.6,188.7,38.2,58.8,49.8,2.25,0.6,79.1,7.03,8.56,4.36,294.6,Poor,,0.0,0.9135480550885621,False,-0.09963182643466062,False
2021-04-26,Delhi,43.2,566.1,121.9,11.7,242.7,22.7,4.53,85.2,80.6,10.33,29.2,8.18,157.7,Severe,,0.0,-1.478279621558294,False,-0.0672924969355374,False
2021-04-27,Delhi,224.0,535.1,1.8,73.0,198.8,28.8,6.18,2.6,12.9,3.41,27.17,3.61,340.9,Good,,0.0,-0.20376608210131913,False,-0.07992133376227623,False
2021-04-28,Delhi,213.9,171.8,105.3,76.9,179.2,9.0,4.99,42.7,31.3,2.75,12.4,6.35,406.2,Very Poor,,0.0,-0.27496401765726736,False,-0.12455851774556931,False
2021-04-29,Delhi,305.0,427.7,168.0,21.9,64.6,19.5,1.97,78.3,150.4,2.42,8.11,8.08,195.9,Poor,,0.0,0.36722726245628573,False,-0.10843146424589084,False
2021-04-30,Delhi,174.2,423.2,36.8,78.2,211.5,44.7,4.55,20.8,133.0,12.43,6.02,5.78,432.8,Good,,0.0,-0.5548212494959949,False,-0.11351852216562985,False
2021-05-01,Delhi,60.5,478.1,160.0,83.3,53.7,18.7,4.75,20.2,95.0,12.91,2.36,9.73,12.0,Good,,0.0,-1.3563267220416697,False,-0.08008513000542228,False
2021-05-02,Delhi,310.6,501.8,109.3,132.8,104.0,19.8,2.31,36.9,82.2,18.88,27.07,3.47,284.1,Satisfactory,,0.0,0.4067033455368117,False,-0.11442967948530791,False
2021-05-03,Delhi,317.1,511.4,120.9,73.9,126.8,27.2,3.69,10.9,101.0,11.59,15.33,3.72,322.0,Very Poor,,0.0,0.45252379911242196,False,-0.1187299549838855,False
2021-05-04,Delhi,85.4,146.6,83.9,135.6,188.1,3.8,5.69,54.7,167.4,11.89,8.83,6.92,21.1,Severe,,0.0,-1.180799138344332,False,-0.07064184565765563,False
2021-05-05,Delhi,447.7,66.5,28.4,136.5,248.9,41.9,5.42,99.3,102.4,7.21,13.51,2.56,498.2,Moderate,,0.0,1.3731624509546834,False,-0.0366617092371877,False
2021-05-06,Delhi,109.5,442.0,152.7,97.4,221.9,21.8,4.04,28.1,108.9,13.51,16.2,9.35,258.4,Severe,,0.0,-1.0109109950870694,False,-0.1258237837298326,False
2021-05-07,Delhi,243.5,155.1,93.0,68.7,225.4,8.9,4.08,73.3,48.7,10.33,7.73,7.94,466.0,Moderate,,0.0,-0.06630472137448834,False,-0.1135973800189839,False
2021-05-08,Delhi,312.7,546.8,58.7,35.6,127.7,26.8,9.69,38.4,74.3,9.31,24.48,3.85,83.9,Severe,,0.0,0.4215068766920086,False,-0.0774332795518039,False
2021-05-09,Delhi,184.1,453.3,156.2,142.5,81.3,42.2,1.96,43.9,76.4,12.67,3.35,1.23,494.5,Severe,,0.0,-0.4850331740500653,False,-0.0738059167148642,False
2021-05-10,Delhi,34.0,423.9,86.8,142.8,170.9,37.5,7.29,6.7,196.4,7.14,10.62,1.0,300.5,Good,,0.0,-1.5431331866191578,False,-0.03515984481244894,False
2021-05-11,Delhi,260.0,51.3,64.4,111.8,181.2,28.3,9.86,41.0,84.3,14.29,21.55,1.11,338.7,Severe,,0.0,0.05000873770206081,False,-0.0968931599457642,False
2021-05-12,Delhi,75.7,560.5,125.1,19.9,26.2,42.3,4.7,26.9,109.3,12.35,13.58,9.8,410.6,Poor,,0.0,-1.2491773536802429,False,-0.07830666903953132,False
2021-05-13,Delhi,104.4,45.7,169.6,33.7,13.6,43.6,1.74,28.7,121.7,12.56,8.4,2.38,490.4,Very Poor,,0.0,-1.046862427892548,False,-0.06090722724725828,False
2021-05-14,Delhi,25.4,488.3,32.0,7.5,111.5,1.8,0.09,82.3,32.3,2.62,26.94,2.48,310.3,Satisfactory,,0.0,-1.6037571713499652,False,-0.03810761067245194,False
2021-05-15,Delhi,36.4,16.9,17.2,123.8,27.1,5.5,9.45,98.5,87.7,19.02,19.37,0.69,256.5,Satisfactory,,0.0,-1.5262148652989325,False,-0.026890732858344424,False
2021-05-16,Delhi,91.4,574.6,52.0,76.8,174.0,36.9,3.22,62.0,29.1,14.84,22.13,6.62,371.9,Satisfactory,,0.0,-1.1385033350437685,False,-0.09589828162025849,False
2021-05-17,Delhi,441.1,305.7,187.6,71.5,112.4,15.9,0.76,23.3,57.1,11.47,16.29,5.01,105.9,Moderate,,0.0,1.326637067324064,False,-0.10393734334638499,False
2021-05-18,Delhi,267.0,140.4,166.5,55.5,76.4,33.9,3.05,15.1,2.5,14.77,14.91,1.92,461.5,Good,,0.0,0.09935384155271802,False,-0.07867668060461858,False
2021-05-19,Delhi,188.8,168.2,159.0,40.9,20.2,35.5,6.33,22.8,170.2,15.11,24.36,9.73,296.7,Good,,0.0,-0.4519014614646239,False,-0.1169747366624121,False
2021-05-20,Delhi,447.1,402.2,111.1,133.4,161.2,38.7,8.58,56.7,128.1,3.34,6.22,2.61,142.9,Satisfactory,,0.0,1.3689328706246273,False,-0.09660794261925432,False
2021-05-21,Delhi,475.7,108.5,169.0,44.5,230.0,24.1,2.12,10.3,64.2,17.69,26.45,0.77,415.1,Moderate,,0.0,1.5705428663573122,False,-0.0732917009389612,False
2021-05-22,Delhi,433.2,258.6,153.2,121.4,246.4,1.7,6.53,97.8,0.3,18.42,27.31,2.01,391.9,Moderate,,0.0,1.270947592978322,False,-0.04024044255093573,False
2021-05-23,Delhi,48.6,235.9,190.8,98.7,176.1,8.5,2.19,4.9,72.2,9.86,23.05,5.79,415.9,Very Poor,,0.0,-1.4402133985877872,False,-0.08601592088631743,False
2021-05-24,Delhi,87.3,523.6,63.3,64.9,72.3,30.7,6.35,53.7,75.2,16.47,13.52,3.9,495.5,Very Poor,,0.0,-1.1674054672991536,False,-0.08392116974337982,False
2021-05-25,Delhi,26.6,408.8,157.2,46.8,163.2,4.6,5.55,19.2,188.1,6.3,20.74,7.84,125.4,Poor,,0.0,-1.5952980106898527,False,-0.0654110245867684,False
2021-05-26,Delhi,153.1,231.5,40.4,40.8,143.8,44.9,9.29,5.7,4.2,15.17,7.29,3.25,161.0,Good,,0.0,-0.7035614911029758,False,-0.05993226461703416,False
2021-05-27,Delhi,440.3,63.6,75.3,112.5,23.3,19.6,6.66,85.5,134.6,6.33,29.98,6.01,352.8,Poor,,0.0,1.320997626883989,False,-0.09991092378617739,False
2021-05-28,Delhi,112.5,506.4,33.0,46.8,155.6,20.0,2.72,95.8,175.3,18.74,5.07,0.18,187.5,Moderate,,0.0,-0.9897630934367876,False,-0.07290967787701313,False
2021-05-29,Delhi,306.3,551.0,90.4,74.7,45.0,6.8,0.07,98.6,199.7,9.8,5.85,1.4,451.2,Very Poor,,0.0,0.37639135317140787,False,-0.02050270119374553,False
2021-05-30,Delhi,400.6,200.4,176.0,142.5,194.6,19.9,1.28,88.7,86.7,7.27,8.58,2.14,20.6,Moderate,,0.0,1.0411403950452616,False,-0.05026540397135448,False
2021-05-31,Delhi,362.0,299.3,129.2,33.9,147.9,4.3,2.75,36.3,117.7,18.03,0.71,6.9,110.4,Good,,0.0,0.7690373938116374,False,-0.1260486780753481,False
2021-06-01,Delhi,416.8,404.3,25.8,52.0,10.6,42.1,6.68,56.7,190.8,11.76,27.69,8.25,323.0,Severe,,0.0,1.1553390639567824,False,-0.10213036138340365,False
2021-06-02,Delhi,17.5,306.7,50.9,111.8,130.5,33.6,4.64,22.2,155.8,3.83,0.41,1.67,41.4,Severe,,0.0,-1.6594466456957069,False,-0.07245614037593673,False
2021-06-03,Delhi,409.2,228.1,60.7,108.2,143.9,6.9,4.27,92.0,131.6,19.37,0.73,2.19,173.0,Satisfactory,,0.0,1.1017643797760688,False,-0.1123983559341431,False
2021-06-04,Delhi,415.0,129.4,105.1,62.5,106.5,43.3,2.7,75.2,77.3,13.41,16.69,1.45,181.8,Very Poor,,0.0,1.1426503229666134,False,-0.1194851618770521,False
2021-06-05,Delhi,223.7,185.6,145.2,70.4,42.0,17.9,3.31,22.4,89.7,10.9,17.02,6.08,107.5,Poor,,0.0,-0.20588087226634738,False,-0.13177431561389058,False
2021-06-06,Delhi,261.5,36.7,43.7,119.5,232.8,35.2,6.76,46.8,88.5,2.39,17.5,4.27,44.7,Very Poor,,0.0,0.06058268852720164,False,-0.10386123318799417,False
2021-06-07,Delhi,285.5,536.1,123.7,103.1,152.5,5.8,3.0,39.2,104.9,18.16,16.56,7.87,173.7,Satisfactory,,0.0,0.22976590172945494,False,-0.12680798632640783,False
2021-06-08,Delhi,310.8,195.2,165.2,3.0,192.8,13.0,1.84,25.9,76.0,3.25,4.86,0.18,146.0,Satisfactory,,0.0,0.4081132056468304,False,-0.10040711525170914,False
2021-06-09,Delhi,129.3,488.3,165.2,39.4,230.3,23.9,4.46,99.7,165.8,10.57,25.74,1.23,375.6,Poor,,0.0,-0.8713348441952102,False,-0.0767049471310472,False
2021-06-10,Delhi,454.0,594.2,90.7,75.3,43.5,10.6,3.6,96.4,161.9,10.23,0.47,5.27,85.9,Moderate,,0.0,1.417573044420275,False,-0.04469762481823758,False
2021-06-11,Delhi,212.2,522.1,7.8,109.7,38.2,1.5,6.52,48.3,125.7,8.92,17.44,4.54,272.8,Satisfactory,,0.0,-0.2869478285924271,False,-0.13074309886942675,False
2021-06-12,Delhi,319.5,160.4,87.0,15.4,225.5,42.7,5.96,39.3,9.5,14.92,19.22,6.03,233.4,Moderate,,0.0,0.4694421204326471,False,-0.09796879713311984,False
2021-06-13,Delhi,390.4,5.9,45.2,62.4,83.7,39.6,6.52,39.6,187.6,10.51,21.33,1.2,19.5,Severe,,0.0,0.9692375294343036,False,-0.06850757084248849,False
2021-06-14,Delhi,347.0,168.2,17.5,61.6,22.7,24.2,8.12,95.9,146.3,0.82,14.43,2.82,164.0,Moderate,,0.0,0.6632978855602291,False,-0.09594991905984784,False
2021-06-15,Delhi,291.5,492.2,25.6,75.9,155.9,26.4,4.84,39.6,126.1,11.0,6.93,6.7,238.3,Good,,0.0,0.27206170503001825,False,-0.1403714558424819,False
2021-06-16,Delhi,262.0,472.7,19.8,96.0,22.2,48.3,9.86,99.3,190.3,19.42,2.74,0.68,496.9,Very Poor,,0.0,0.06410733880224859,False,-0.01834715432631273,False
2021-06-17,Delhi,353.3,219.4,183.7,101.3,108.7,12.5,4.66,14.0,177.3,8.78,1.5,6.86,343.3,Severe,,0.0,0.7077084790258206,False,-0.11439782848624319,False
2021-06-18,Delhi,231.9,93.8,196.1,148.6,223.1,38.9,8.13,81.8,174.3,1.0,21.41,1.29,47.7,Very Poor,,0.0,-0.1480766077555774,False,-0.05371230836946861,False
2021-06-19,Delhi,274.0,38.3,177.7,127.7,89.2,2.7,3.03,54.7,172.7,14.5,29.21,0.83,131.7,Severe,,0.0,0.14869894540337525,False,-0.0934274066034379,False
2021-06-20,Delhi,498.3,128.6,58.8,90.9,50.2,42.2,5.12,26.2,22.5,14.0,16.47,7.35,270.2,Moderate,,0.0,1.7298570587894344,False,-0.08883249284439076,False
2021-06-21,Delhi,187.3,481.2,185.8,7.3,222.2,0.3,3.26,10.3,63.2,17.48,20.94,8.09,406.8,Moderate,,0.0,-0.46247541228976474,False,-0.07786227098599746,False
2021-06-22,Delhi,153.9,542.8,40.9,12.7,176.5,19.1,3.33,87.3,133.7,19.51,9.03,0.7,227.1,Severe,,0.0,-0.6979220506629006,False,-0.08701408654127729,False
2021-06-23,Delhi,68.6,479.0,165.3,28.4,200.3,14.9,1.08,81.7,166.4,0.32,29.28,8.32,266.6,Satisfactory,,0.0,-1.2992273875859093,False,-0.08174513156100954,False
